long,lat,group,order,region,subregion,Cases,Incidence_avg,Incidence_alt,PopulationAvg,n_tower,Cent_lon,Cent_lat
-73.9688491821289,41.9290542602539,56,1770,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-73.9402084350586,41.8602981567383,56,1771,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-73.945930480957,41.8373794555664,56,1772,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-73.9402084350586,41.7972717285156,56,1773,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-73.9402084350586,41.7113265991211,56,1774,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-73.95166015625,41.6425743103027,56,1775,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-73.9631195068359,41.591007232666,56,1776,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.0547943115234,41.5795478820801,56,1777,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.0490646362305,41.596736907959,56,1778,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.0662536621094,41.6081924438477,56,1779,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.0834426879883,41.596736907959,56,1780,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.0891723632813,41.602466583252,56,1781,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.1235504150391,41.6081924438477,56,1782,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.1235504150391,41.5795478820801,56,1783,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.2438659667969,41.602466583252,56,1784,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.2496032714844,41.6368446350098,56,1785,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.2897033691406,41.6253814697266,56,1786,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.3412780761719,41.602466583252,56,1787,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.3756484985352,41.591007232666,56,1788,new york,ulster,47,5.25942168143404,5.25824705705981,178766.8,47,-74.2626498723525,41.8905498744119
-74.0605239868164,43.7453269958496,57,1790,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.4474639892578,43.8026237487793,57,1791,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.4818420410156,43.7739753723145,57,1792,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.4761047363281,43.7625160217285,57,1793,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.493293762207,43.7109489440918,57,1794,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.5104827880859,43.665111541748,57,1795,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.5563201904297,43.6364669799805,57,1796,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.5677795410156,43.6192779541016,57,1797,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.5849685668945,43.5963592529297,57,1798,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6021575927734,43.5791664123535,57,1799,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6308059692383,43.5619812011719,57,1800,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6422653198242,43.544792175293,57,1801,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6479949951172,43.5046844482422,57,1802,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6308059692383,43.4416580200195,57,1803,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6193466186523,43.3614463806152,57,1804,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6136169433594,43.3327980041504,57,1805,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6021575927734,43.2984199523926,57,1806,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6308059692383,43.3041496276856,57,1807,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6709136962891,43.2984199523926,57,1808,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.676643371582,43.2812309265137,57,1809,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.676643371582,43.269775390625,57,1810,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.688102722168,43.269775390625,57,1811,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.6938323974609,43.2812309265137,57,1812,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.7052917480469,43.2812309265137,57,1813,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.7167510986328,43.2812309265137,57,1814,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.7453918457031,43.2755012512207,57,1815,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.7625885009766,43.2411231994629,57,1816,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.7740478515625,43.2353935241699,57,1817,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.7912292480469,43.2411231994629,57,1818,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.8084259033203,43.2525825500488,57,1819,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.8313369750977,43.2525825500488,57,1820,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.8428039550781,43.2583122253418,57,1821,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.8313369750977,43.2926902770996,57,1822,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.8370666503906,43.2984199523926,57,1823,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.8829040527344,43.3958206176758,57,1824,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
